Source,Target,Weight,Type,Same_Party_Then,Cross_Party_Then,Same_Party_Now,Government_Bills_Together,Private_Bills_Together,Parliamentary_Years,Terms,Shared_Committees_Count,Shared_Committees
Nafeesa Inayatullah Khan Khattak,Rai Muhammad Murtaza Iqbal,1,Undirected,1,0,1,0,1,3,15,0,
Fauzia Behram,Shandana Gulzar Khan,1,Undirected,1,0,1,0,1,2,15,0,
Fauzia Behram,Shahid Ahmad,1,Undirected,1,0,1,0,1,2,15,0,
Fauzia Behram,Nafeesa Inayatullah Khan Khattak,1,Undirected,1,0,1,0,1,2,15,0,
Fauzia Behram,Imran Khattak,1,Undirected,1,0,1,0,1,2,15,0,
Fauzia Behram,Rana Muhammad Qasim Noon,1,Undirected,1,0,1,0,1,2,15,0,
Fauzia Behram,Zille Huma,1,Undirected,1,0,1,0,1,2,15,0,
Fauzia Behram,Raja Khurram Shahzad Nawaz,1,Undirected,1,0,1,0,1,2,15,0,
Fauzia Behram,Fauzia Behram,1,Undirected,1,0,1,0,1,4,15,0,
Nafeesa Inayatullah Khan Khattak,Shaheen Naz Saifullah,1,Undirected,1,0,1,0,1,2,15,0,
Rao Muhammad Ajmal Khan,Rao Muhammad Ajmal Khan,1,Undirected,1,0,1,0,1,4,15,0,
Nafeesa Inayatullah Khan Khattak,Shunila Ruth,1,Undirected,1,0,1,0,1,2,15,0,
Naz Baloch,Sher Ali Arbab,1,Undirected,0,1,0,0,1,4,15,0,
Naz Baloch,Riaz Fatyana,1,Undirected,0,1,0,0,1,4,15,0,
Naz Baloch,Sher Akbar Khan,1,Undirected,0,1,0,0,1,4,15,0,
Asma Hadeed,Shandana Gulzar Khan,1,Undirected,1,0,1,0,1,2,15,0,
Dr. Seemin Abdul Rehman Bokhari,Dr. Seemin Abdul Rehman Bokhari,1,Undirected,1,0,1,0,1,4,15,0,
Begum Tahira Bukhari,Khalid Hussain Magsi,1,Undirected,1,0,0,0,1,1,14,1,"Law, Justice and Human Rights"
Begum Tahira Bukhari,Makhdoom Syed Ali Hassan Gillani,1,Undirected,1,0,1,0,1,1,14,1,"Law, Justice and Human Rights"
Begum Tahira Bukhari,Ibadullah,1,Undirected,1,0,1,0,1,1,14,1,"Law, Justice and Human Rights"
Begum Tahira Bukhari,Isphanyar M. Bhandara,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Nafeesa Inayatullah Khan Khattak,Seema Mohiuddin Jameeli,1,Undirected,0,1,0,0,1,2,15,0,
Begum Tahira Bukhari,Iffat Liaqat,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Nafeesa Inayatullah Khan Khattak,Samina Matloob,1,Undirected,0,1,0,0,1,2,15,0,
Begum Tahira Bukhari,Leila Khan,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Nafeesa Inayatullah Khan Khattak,Rahat Aman Ullah Bhatti,1,Undirected,1,0,1,0,1,2,15,0,
Begum Tahira Bukhari,Parveen Masood Bhatti,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Nafeesa Inayatullah Khan Khattak,Zahra Wadood Fatemi,1,Undirected,0,1,0,0,1,2,15,0,
Begum Tahira Bukhari,Salman Hanif,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Nafeesa Inayatullah Khan Khattak,Siraj Muhammad Khan,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Nafeesa Inayatullah Khan Khattak,Sardar Riaz Mehmood Khan Mazari,1,Undirected,1,0,1,0,1,3,15,0,
Kiran Imran,Kiran Imran,1,Undirected,1,0,1,0,1,4,15,0,
Nafeesa Inayatullah Khan Khattak,Romina Khurshid Alam,1,Undirected,0,1,0,0,1,3,15,0,
Jamshaid Ahmad Dasti,Jamshaid Ahmad Dasti,1,Undirected,1,0,1,0,1,2,14,0,
Jamshaid Ahmad Dasti,Makhdoom Shah Mahmood Qureshi,1,Undirected,0,1,0,0,1,1,14,0,
Dr. Seemin Abdul Rehman Bokhari,Shaheen Naz Saifullah,1,Undirected,1,0,1,0,1,2,15,0,
Dr. Seemin Abdul Rehman Bokhari,Shunila Ruth,1,Undirected,1,0,1,0,1,2,15,0,
Dr. Seemin Abdul Rehman Bokhari,Seema Mohiuddin Jameeli,1,Undirected,0,1,0,0,1,2,15,0,
Dr. Seemin Abdul Rehman Bokhari,Uzma Riaz,1,Undirected,1,0,1,0,1,2,15,0,
Dr. Seemin Abdul Rehman Bokhari,Samina Matloob,1,Undirected,0,1,0,0,1,2,15,0,
Dr. Seemin Abdul Rehman Bokhari,Rahat Aman Ullah Bhatti,1,Undirected,1,0,1,0,1,2,15,0,
Dr. Seemin Abdul Rehman Bokhari,Nafeesa Inayatullah Khan Khattak,1,Undirected,1,0,1,0,1,2,15,0,
Dr. Seemin Abdul Rehman Bokhari,Zahra Wadood Fatemi,1,Undirected,0,1,0,0,1,2,15,0,
Dr. Seemin Abdul Rehman Bokhari,Muhammad Ibrahim Khan,1,Undirected,1,0,1,0,1,2,15,0,
Dr. Seemin Abdul Rehman Bokhari,Faheem Khan,1,Undirected,1,0,1,0,1,2,15,0,
Dr. Seemin Abdul Rehman Bokhari,Mehnaz Akber Aziz,1,Undirected,0,1,0,0,1,2,15,0,
Dr. Seemin Abdul Rehman Bokhari,Zille Huma,1,Undirected,1,0,1,0,1,2,15,0,
Dr. Seemin Abdul Rehman Bokhari,Raja Khurram Shahzad Nawaz,1,Undirected,1,0,1,0,1,2,15,0,
Zeb Jaffar,Zeb Jaffar,1,Undirected,1,0,1,0,1,1,16,0,
Bilal Azhar Kayani,Sheikh Aftab Ahmed,1,Undirected,1,0,1,0,1,1,16,0,
Bilal Azhar Kayani,Tariq Fazal Chaudhry,1,Undirected,1,0,1,0,1,1,16,0,
Bilal Azhar Kayani,Raja Osama Sarwar,1,Undirected,1,0,1,0,1,1,16,0,
Bilal Azhar Kayani,Syed Amin-ul-Haque,1,Undirected,0,1,0,0,1,1,16,0,
Bilal Azhar Kayani,Syed Naveed Qamar,1,Undirected,0,1,0,0,1,1,16,0,
Bilal Azhar Kayani,Syed Abrar Ali Shah,1,Undirected,0,1,0,0,1,1,16,0,
Bilal Azhar Kayani,Bilal Azhar Kayani,1,Undirected,1,0,1,0,1,1,16,0,
Engineer Mohammad Usman Badaini,Naeema Kishwar Khan,1,Undirected,0,1,0,0,1,5,14,0,
Engineer Mohammad Usman Badaini,Qamar Ud Din,1,Undirected,0,1,0,0,1,5,14,0,
Engineer Mohammad Usman Badaini,Muhammad Jamal Ud Din,1,Undirected,0,1,0,0,1,5,14,0,
Engineer Mohammad Usman Badaini,Sahib Zada Muhammad Yaqub,1,Undirected,0,1,0,0,1,5,14,0,
Engineer Mohammad Usman Badaini,Sahibzada Tariq Ullah,1,Undirected,0,1,0,0,1,5,14,0,
Engineer Mohammad Usman Badaini,Sher Akbar Khan,1,Undirected,0,1,0,0,1,5,14,0,
Engineer Mohammad Usman Badaini,Qari Muhammad Yousaf,1,Undirected,0,1,0,0,1,5,14,0,
Engineer Mohammad Usman Badaini,Muhammad Gohar Shah,1,Undirected,0,1,0,0,1,5,14,0,
Iffat Liaqat,Makhdoom Khusro Bakhtiar,1,Undirected,1,0,0,0,1,1,14,1,Interior and Narcotics Control
Munir Khan Orakzai,Salah Ud Din Ayubi,1,Undirected,1,0,1,0,1,1,15,0,
Munir Khan Orakzai,Shahida Akhtar Ali,1,Undirected,1,0,0,0,1,1,15,0,
Munir Khan Orakzai,Sher Akbar Khan,1,Undirected,0,1,0,0,1,1,15,0,
Kamal Uddin,Zahid Akram Durani,1,Undirected,1,0,1,0,1,1,15,0,
Kamal Uddin,Munir Khan Orakzai,1,Undirected,1,0,1,0,1,1,15,0,
Kamal Uddin,Syed Mehmood Shah,1,Undirected,1,0,1,0,1,1,15,0,
Kamal Uddin,Salah Ud Din Ayubi,1,Undirected,1,0,1,0,1,1,15,0,
Kamal Uddin,Mrs. Aliya Kamran,1,Undirected,1,0,1,0,1,1,15,0,
Kamal Uddin,Shahida Akhtar Ali,1,Undirected,1,0,0,0,1,1,15,0,
Kamal Uddin,Maulvi Asmatullah,1,Undirected,1,0,1,0,1,1,15,0,
Kamal Uddin,Sher Akbar Khan,1,Undirected,0,1,0,0,1,1,15,0,
Kamal Uddin,Moulana Abdul Akbar Chitrali,1,Undirected,1,0,1,0,1,1,15,0,
Muhammad Abubakar,Qadir Khan Mandokhail,1,Undirected,0,1,0,0,1,5,15,0,
Muhammad Abubakar,Salah-ud-Din,1,Undirected,0,1,0,0,1,5,15,0,
Muhammad Abubakar,Tahira Aurangzeb,1,Undirected,0,1,0,0,1,5,15,0,
Munir Khan Orakzai,Zahid Akram Durani,1,Undirected,1,0,1,0,1,1,15,0,
Munir Khan Orakzai,Syed Mehmood Shah,1,Undirected,1,0,1,0,1,1,15,0,
Dr. Nisar Ahmad,Jamshaid Ahmad Dasti,1,Undirected,0,1,0,0,1,1,14,0,
Dr. Nisar Ahmad,Makhdoom Shah Mahmood Qureshi,1,Undirected,0,1,0,0,1,1,14,0,
Marvi Memon,Seema Mohiuddin Jameeli,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Marvi Memon,Parveen Masood Bhatti,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Marvi Memon,Salman Hanif,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Maj. Retd. Tahir Iqbal,Nighat Parveen,1,Undirected,1,0,1,0,1,1,14,1,Religious Affairs and Inter-faith Harmony
Maj. Retd. Tahir Iqbal,Malik Shakir Bashir Awan,1,Undirected,1,0,1,0,1,1,14,1,Religious Affairs and Inter-faith Harmony
Nafeesa Inayatullah Khan Khattak,Shahid Ahmad,1,Undirected,1,0,1,0,1,2,15,0,
Iffat Liaqat,Isphanyar M. Bhandara,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Iffat Liaqat,Kiran Haider,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Iffat Liaqat,Marvi Memon,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Iffat Liaqat,Leila Khan,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Iffat Liaqat,Seema Mohiuddin Jameeli,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Iffat Liaqat,Parveen Masood Bhatti,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Dr. Zulfiqar Ali Bhatti,Shakila Khalid Chaudhary,1,Undirected,1,0,1,0,1,5,15,0,
Dr. Zulfiqar Ali Bhatti,James Iqbal,1,Undirected,0,1,0,0,1,5,15,0,
Dr. Zulfiqar Ali Bhatti,Usama Qadri,1,Undirected,0,1,0,0,1,5,15,0,
Samina Matloob,Shaheen Naz Saifullah,1,Undirected,0,1,0,0,1,2,15,0,
Samina Matloob,Shunila Ruth,1,Undirected,0,1,0,0,1,2,15,0,
Samina Matloob,Seema Mohiuddin Jameeli,1,Undirected,1,0,1,0,1,2,15,0,
Samina Matloob,Uzma Riaz,1,Undirected,0,1,0,0,1,2,15,0,
Samina Matloob,Zille Huma,1,Undirected,0,1,0,0,1,2,15,0,
Samina Matloob,Samina Matloob,1,Undirected,1,0,1,0,1,5,15,0,
Samina Matloob,Shakila Khalid Chaudhary,1,Undirected,1,0,1,0,1,5,15,0,
Samina Matloob,Usama Qadri,1,Undirected,0,1,0,0,1,5,15,0,
Abdul Shakoor Shad,Abdul Shakoor Shad,1,Undirected,1,0,1,1,0,2,15,0,
Sheikh Aftab Ahmed,Usman Ibrahim,1,Undirected,1,0,1,1,0,3,14,0,
Zahra Wadood Fatemi,Zille Huma,1,Undirected,0,1,0,0,1,2,15,0,
Agha Muhammad,Mohammad Khan Sherani,1,Undirected,1,0,1,0,1,1,14,1,"Law, Justice and Human Rights"
Ameer Zaman,Qamar Ud Din,1,Undirected,1,0,1,0,1,3,14,1,"Law, Justice and Human Rights"
Ameer Zaman,Muhammad Jamal Ud Din,1,Undirected,1,0,0,0,1,3,14,1,"Law, Justice and Human Rights"
Kanwar Naveed Jamil,Khawaja Sohail Mansoor,1,Undirected,1,0,1,0,1,5,14,0,
Kanwar Naveed Jamil,Mohammad Salman Khan Baloch,1,Undirected,1,0,1,0,1,5,14,0,
Ameer Zaman,Dr. Ramesh Kumar Vankwani,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Ameer Zaman,Reeta Ishwar,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Ameer Zaman,Phyllis Azeem,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Ameer Zaman,Romina Khurshid Alam,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Ameer Zaman,Sardar Kamal Khan Bangulzai,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Ameer Zaman,Mohammad Khan Sherani,1,Undirected,1,0,1,0,1,1,14,1,"Law, Justice and Human Rights"
Ameer Zaman,Sahibzada Tariq Ullah,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Shakila Khalid Chaudhary,Usama Qadri,1,Undirected,0,1,0,0,1,5,15,0,
Ameer Zaman,Sher Akbar Khan,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Muhammad Gohar Shah,Sardar Kamal Khan Bangulzai,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Agha Muhammad,Engineer Mohammad Usman Badaini,1,Undirected,0,1,0,0,1,5,14,0,
Agha Muhammad,Aisha Syed,1,Undirected,0,1,0,0,1,5,14,0,
Dr. Zulfiqar Ali Bhatti,Dr. Zulfiqar Ali Bhatti,1,Undirected,1,0,1,0,1,5,15,0,
Aqibullah,Aqibullah,1,Undirected,1,0,1,0,1,2,14,0,
Iffat Liaqat,Salman Hanif,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Iffat Liaqat,Qaisar Ahmad Sheikh,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Iffat Liaqat,Shahab-ud-Din Khan,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Iffat Liaqat,Muhammad Safdar,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Agha Muhammad,Qamar Ud Din,1,Undirected,1,0,1,0,1,5,14,0,
Agha Muhammad,Sahib Zada Muhammad Yaqub,1,Undirected,0,1,0,0,1,5,14,0,
Agha Muhammad,Dr. Ramesh Kumar Vankwani,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Agha Muhammad,Reeta Ishwar,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Agha Muhammad,Phyllis Azeem,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Agha Muhammad,Romina Khurshid Alam,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Farhana Qamar,Isphanyar M. Bhandara,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Agha Muhammad,Sardar Kamal Khan Bangulzai,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Farhana Qamar,Marvi Memon,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Farhana Qamar,Iffat Liaqat,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Farhana Qamar,Leila Khan,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Phyllis Azeem,Qari Muhammad Yousaf,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Qari Muhammad Yousaf,Sahib Zada Muhammad Yaqub,1,Undirected,0,1,0,0,1,5,14,0,
Shahida Rehmani,Shahida Rehmani,1,Undirected,1,0,1,0,1,1,16,0,
Syed Imran Ahmad Shah,Zulfiqar Ahmad,1,Undirected,1,0,1,0,1,5,15,0,
Syed Imran Ahmad Shah,Syed Javed Hassnain,1,Undirected,1,0,1,0,1,5,15,0,
Qari Muhammad Yousaf,Reeta Ishwar,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Qari Muhammad Yousaf,Romina Khurshid Alam,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Qari Muhammad Yousaf,Sardar Kamal Khan Bangulzai,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Muhammad Gohar Shah,Sahib Zada Muhammad Yaqub,1,Undirected,0,1,0,0,1,5,14,0,
Ghulam Bibi Bharwana,Ghulam Bibi Bharwana,1,Undirected,1,0,1,0,1,2,15,0,
Mr. Kamran Michael,Mr. Kamran Michael,1,Undirected,1,0,1,1,0,4,14,0,
Rai Hasan Nawaz Khan,Rai Hasan Nawaz Khan,1,Undirected,1,0,1,0,1,2,14,0,
Imran Khan,Nafeesa Inayatullah Khan Khattak,1,Undirected,1,0,1,0,1,2,15,0,
Imran Khan,Noor Alam Khan,1,Undirected,1,0,1,0,1,2,15,0,
Imran Khan,Sadaqat Ali Khan,1,Undirected,1,0,1,0,1,2,15,0,
Imran Khan,Imran Khan,1,Undirected,1,0,1,0,1,2,14,0,
Muhammad Gohar Shah,Reeta Ishwar,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Sadaqat Ali Khan,Syed Fakhar Imam,1,Undirected,1,0,1,0,1,2,15,0,
Raja Khurram Shahzad Nawaz,Shandana Gulzar Khan,1,Undirected,1,0,1,0,1,2,15,0,
Raja Khurram Shahzad Nawaz,Shahid Ahmad,1,Undirected,1,0,1,0,1,2,15,0,
Raja Khurram Shahzad Nawaz,Rana Muhammad Qasim Noon,1,Undirected,1,0,1,0,1,2,15,0,
Raja Khurram Shahzad Nawaz,Sher Akbar Khan,1,Undirected,1,0,0,0,1,3,15,0,
Raja Khurram Shahzad Nawaz,Shaheen Naz Saifullah,1,Undirected,1,0,1,0,1,2,15,0,
Raja Khurram Shahzad Nawaz,Shunila Ruth,1,Undirected,1,0,1,0,1,2,15,0,
Raja Khurram Shahzad Nawaz,Seema Mohiuddin Jameeli,1,Undirected,0,1,0,0,1,2,15,0,
Raja Khurram Shahzad Nawaz,Samina Matloob,1,Undirected,0,1,0,0,1,2,15,0,
Raja Khurram Shahzad Nawaz,Zahra Wadood Fatemi,1,Undirected,0,1,0,0,1,2,15,0,
Muhammad Gohar Shah,Phyllis Azeem,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Raja Khurram Shahzad Nawaz,Raja Khurram Shahzad Nawaz,1,Undirected,1,0,1,0,1,4,15,0,
Raja Khurram Shahzad Nawaz,Sardar Riaz Mehmood Khan Mazari,1,Undirected,1,0,1,0,1,3,15,0,
Muhammad Gohar Shah,Romina Khurshid Alam,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Raja Khurram Shahzad Nawaz,Sadaqat Ali Khan,1,Undirected,1,0,1,0,1,2,15,0,
Ali Nawaz Awan,Zahra Wadood Fatemi,1,Undirected,0,1,0,0,1,2,15,0,
Ali Nawaz Awan,Muhammad Ibrahim Khan,1,Undirected,1,0,1,0,1,2,15,0,
Romina Khurshid Alam,Tariq Christopher Qaiser,1,Undirected,1,0,1,0,1,1,14,1,"Law, Justice and Human Rights"
Romina Khurshid Alam,Shahida Akhtar Ali,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Ali Nawaz Awan,Ali Nawaz Awan,1,Undirected,1,0,1,0,1,4,15,0,
Ali Nawaz Awan,Nusrat Wahid,1,Undirected,1,0,1,0,1,3,15,0,
Ali Nawaz Awan,Mian Najibuddin Awaisi,1,Undirected,0,1,0,0,1,2,15,0,
Romina Khurshid Alam,Sardar Kamal Khan Bangulzai,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Ali Nawaz Awan,Sardar Riaz Mehmood Khan Mazari,1,Undirected,1,0,1,0,1,3,15,0,
Ali Nawaz Awan,Romina Khurshid Alam,1,Undirected,0,1,0,0,1,3,15,0,
Romina Khurshid Alam,Sahibzada Tariq Ullah,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Romina Khurshid Alam,Sher Akbar Khan,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Sardar Kamal Khan Bangulzai,Shahida Akhtar Ali,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Ali Nawaz Awan,Sadaqat Ali Khan,1,Undirected,1,0,1,0,1,2,15,0,
Ali Nawaz Awan,Amjid Ali Khan,1,Undirected,1,0,1,0,1,2,15,0,
Sardar Kamal Khan Bangulzai,Sher Akbar Khan,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Aamer Mehmood Kiyani,Romina Khurshid Alam,1,Undirected,0,1,0,0,1,3,15,0,
Aamer Mehmood Kiyani,Riaz Fatyana,1,Undirected,1,0,1,0,1,3,15,0,
Saira Afzal Tarar,Saira Afzal Tarar,1,Undirected,1,0,1,1,0,5,14,0,
Phyllis Azeem,Tariq Christopher Qaiser,1,Undirected,1,0,1,0,1,1,14,1,"Law, Justice and Human Rights"
Ali Nawaz Awan,Shandana Gulzar Khan,1,Undirected,1,0,1,0,1,2,15,0,
Ali Nawaz Awan,Shahid Ahmad,1,Undirected,1,0,1,0,1,2,15,0,
Ali Nawaz Awan,Fauzia Behram,1,Undirected,1,0,1,0,1,2,15,0,
Ali Nawaz Awan,Imran Khattak,1,Undirected,1,0,1,0,1,2,15,0,
Ali Nawaz Awan,Rana Muhammad Qasim Noon,1,Undirected,1,0,1,0,1,2,15,0,
Ali Nawaz Awan,Shaheen Naz Saifullah,1,Undirected,1,0,1,0,1,2,15,0,
Ali Nawaz Awan,Shunila Ruth,1,Undirected,1,0,1,0,1,2,15,0,
Ali Nawaz Awan,Dr. Seemin Abdul Rehman Bokhari,1,Undirected,1,0,1,0,1,2,15,0,
Ali Nawaz Awan,Seema Mohiuddin Jameeli,1,Undirected,0,1,0,0,1,2,15,0,
Ali Nawaz Awan,Samina Matloob,1,Undirected,0,1,0,0,1,2,15,0,
Ali Nawaz Awan,Rahat Aman Ullah Bhatti,1,Undirected,1,0,1,0,1,2,15,0,
Phyllis Azeem,Sardar Kamal Khan Bangulzai,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Mehboob Shah,Zille Huma,1,Undirected,1,0,1,0,1,2,15,0,
Mehboob Shah,Rai Muhammad Murtaza Iqbal,1,Undirected,1,0,1,0,1,2,15,0,
Phyllis Azeem,Sahibzada Tariq Ullah,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Phyllis Azeem,Sher Akbar Khan,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Dr. Khalid Maqbool Siddiqui,Mohammad Salman Khan Baloch,1,Undirected,1,0,1,0,1,5,14,0,
Kishwer Zehra,Naveed Aamir,1,Undirected,0,1,0,0,1,1,15,0,
Kishwer Zehra,Muhammad Abubakar,1,Undirected,0,1,0,0,1,5,15,0,
Kishwer Zehra,Qadir Khan Mandokhail,1,Undirected,0,1,0,0,1,5,15,0,
Muhammad Hammad Azhar,Zaheer-ud-Din Babar Awan,1,Undirected,1,0,1,1,0,3,15,0,
Kishwer Zehra,Mrs. Aliya Kamran,1,Undirected,0,1,0,0,1,5,15,0,
Mian Abdul Manan,Mian Abdul Manan,1,Undirected,1,0,1,0,1,2,14,0,
Dr. Muhammad Azhar Khan Jadoon,Nafeesa Inayatullah Khan Khattak,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Dr. Muhammad Azhar Khan Jadoon,Siraj Muhammad Khan,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Kishwer Zehra,Malik Nawab Sher Waseer,1,Undirected,0,1,0,0,1,5,15,0,
Aamer Mehmood Kiyani,Ali Nawaz Awan,1,Undirected,1,0,1,0,1,3,15,0,
Aamer Mehmood Kiyani,Nafeesa Inayatullah Khan Khattak,1,Undirected,1,0,1,0,1,3,15,0,
Asghar Ali Shah,Dr. Azra Fazal Pecheho,1,Undirected,1,0,1,0,1,1,14,1,Cabinet Secretariat
Asghar Ali Shah,Khwaja Ghulam Rasool Koreja,1,Undirected,1,0,1,0,1,1,14,1,Cabinet Secretariat
Dawar Khan Kundi,Dr. Shireen Mehrunnisa Mazari,1,Undirected,1,0,1,0,1,3,14,0,
Dawar Khan Kundi,Dr. Arif Alvi,1,Undirected,1,0,1,0,1,3,14,0,
Dawar Khan Kundi,Imran Zafar Leghari,1,Undirected,0,1,0,0,1,3,14,0,
Dawar Khan Kundi,Makhdoom Shah Mahmood Qureshi,1,Undirected,1,0,1,0,1,3,14,0,
Dawar Khan Kundi,Murad Saeed,1,Undirected,1,0,1,0,1,3,14,0,
Dawar Khan Kundi,Imran Khattak,1,Undirected,1,0,1,0,1,3,14,0,
Sajid Khan,Zille Huma,1,Undirected,1,0,1,0,1,2,15,0,
Jamshed Thomas,Sajid Khan,1,Undirected,1,0,1,0,1,2,15,0,
Jamshed Thomas,Mehboob Shah,1,Undirected,1,0,1,0,1,2,15,0,
Jamshed Thomas,Mujahid Ali,1,Undirected,1,0,1,0,1,2,15,0,
Jamshed Thomas,Zille Huma,1,Undirected,1,0,1,0,1,2,15,0,
Jamshed Thomas,Rai Muhammad Murtaza Iqbal,1,Undirected,1,0,1,0,1,2,15,0,
Mehboob Shah,Sajid Khan,1,Undirected,1,0,1,0,1,2,15,0,
Mehboob Shah,Mujahid Ali,1,Undirected,1,0,1,0,1,2,15,0,
Atta Ullah,Muhammad Ibrahim Khan,1,Undirected,1,0,1,0,1,2,15,0,
Reeta Ishwar,Sardar Kamal Khan Bangulzai,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Atta Ullah,Mehnaz Akber Aziz,1,Undirected,0,1,0,0,1,2,15,0,
Reeta Ishwar,Sahibzada Tariq Ullah,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Reeta Ishwar,Sher Akbar Khan,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Shazia Sobia Aslam Soomro,Syed Ali Qasim Gillani,1,Undirected,1,0,1,0,1,1,16,0,
Mirza Ikhtiar Baig,Syed Ali Qasim Gillani,1,Undirected,1,0,1,0,1,1,16,0,
Mirza Ikhtiar Baig,Naveed Amir,1,Undirected,1,0,1,0,1,1,16,0,
Mirza Ikhtiar Baig,Ramesh Lal,1,Undirected,1,0,1,0,1,1,16,0,
Mirza Ikhtiar Baig,Shazia Sobia Aslam Soomro,1,Undirected,1,0,1,0,1,1,16,0,
Romina Khurshid Alam,Romina Khurshid Alam,1,Undirected,1,0,1,0,1,4,15,0,
Dr. Darshan,Syed Asif Hasnain,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Syed Abrar Ali Shah,Syed Amin-ul-Haque,1,Undirected,0,1,0,0,1,1,16,0,
Syed Abrar Ali Shah,Syed Naveed Qamar,1,Undirected,1,0,1,0,1,1,16,0,
Khwaja Ghulam Rasool Koreja,Ms. Nafisa Shah,1,Undirected,1,0,1,0,1,1,14,1,Cabinet Secretariat
Asghar Ali Shah,Ms. Nafisa Shah,1,Undirected,1,0,1,0,1,1,14,1,Cabinet Secretariat
Atta Ullah,Atta Ullah,1,Undirected,1,0,1,0,1,3,15,0,
Atta Ullah,Shandana Gulzar Khan,1,Undirected,1,0,1,0,1,2,15,0,
Atta Ullah,Shahid Ahmad,1,Undirected,1,0,1,0,1,2,15,0,
Atta Ullah,Fauzia Behram,1,Undirected,1,0,1,0,1,2,15,0,
